state,issuer,dated_date,series,corp_project,deal_amount,sale_date,first_coupon_date,first_call_date,issue_type,offering_type,security_type,tax_status,bank_qualified,moody_rating,sp_rating,fitch_rating,bond_insurance,lead_manager,paying_agent,deal_id
CA,CALIFORNIA SCH FIN AUTH REV,03/30/2021,2021 A-2,ASAP Program/ASAP Program,"$15,475,000.00",03/18/2021,12/30/2021,N/A,Other Anticipation Note,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / WR,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,US BANK NA,0x00103535B4A10401
FL,CAPITAL TR AGY FLA EDL FACS REV,03/26/2021,2021-B,St Johns Classical Academy Inc Project/St Johns Classical Academy Inc Project,"$510,000.00",03/24/2021,06/15/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,BOKF NA,0x001035C99FA304D4
FL,CAPITAL TR AGY FLA EDL FACS REV,03/26/2021,2021-A,St Johns Classical Academy Inc Project/St Johns Classical Academy Inc Project,"$16,705,000.00",03/24/2021,06/15/2021,06/15/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,BOKF NA,0x001035C89FA304D5
TX,CLIFTON TEX HIGHER ED FIN CORP ED REV,03/25/2021,2021-T,Idea Public Schools/Idea Public Schools,"$196,750,000.00",03/09/2021,08/15/2021,N/A,Bond,Remarketing,REVENUE,US FEDERAL TAXABLE,No,N/A / N/A,AAA / N/A / N/A,N/A / N/A,N/A,N/A,N/A,0x00103575FE980432
OH,COLUMBUS-FRANKLIN CNTY OHIO FIN AUTH LEASE REV,03/11/2021,2021-C,Sullivant Avenue Community School/Sullivant Avenue Community School,"$270,000.00",03/11/2021,06/15/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,LOOP CAPITAL MARKETS LLC,UMB BANK NA,0x0010358276970442
OH,COLUMBUS-FRANKLIN CNTY OHIO FIN AUTH LEASE REV,03/11/2021,2021-A,Sullivant Avenue Community School/Sullivant Avenue Community School,"$6,185,000.00",03/08/2021,06/15/2021,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,LOOP CAPITAL MARKETS LLC,UMB BANK NA,0x0010358076970440
OH,COLUMBUS-FRANKLIN CNTY OHIO FIN AUTH LEASE REV,03/11/2021,2021-B,Sullivant Avenue Community School/Sullivant Avenue Community School,"$3,150,000.00",03/08/2021,06/15/2021,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,LOOP CAPITAL MARKETS LLC,UMB BANK,0x0010358176970441
OH,COLUMBUS-FRANKLIN CNTY OHIO FIN AUTH LEASE REV,03/18/2021,2021-C,Groveport Community School/Groveport Community School,"$515,000.00",03/16/2021,06/15/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,LOOP CAPITAL MARKETS LLC,UMB BANK NA,0x001035D7859D04EE
OH,COLUMBUS-FRANKLIN CNTY OHIO FIN AUTH LEASE REV,03/18/2021,2021-A,Groveport Community School/Groveport Community School,"$13,610,000.00",03/15/2021,06/15/2021,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,LOOP CAPITAL MARKETS LLC,UMB BANK NA,0x001035D5859D04EC
OH,COLUMBUS-FRANKLIN CNTY OHIO FIN AUTH LEASE REV,03/18/2021,2021-B,Groveport Community School/Groveport Community School,"$4,770,000.00",03/16/2021,06/15/2021,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,LOOP CAPITAL MARKETS LLC,UMB BANK NA,0x001035D6859D04EF
OH,DAYTON-MONTGOMERY CNTY OHIO PORT AUTH LEASE REV,03/04/2021,2021-C,Klepinger Community School/Klepinger Community School,"$240,000.00",03/02/2021,06/15/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,UMB BANK NA,0x001035C4FF81049B
OH,DAYTON-MONTGOMERY CNTY OHIO PORT AUTH LEASE REV,03/04/2021,2021-A,Klepinger Community School/Klepinger Community School,"$7,800,000.00",03/02/2021,06/15/2021,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,UMB BANK NA,0x0010356FF7910428
OH,DAYTON-MONTGOMERY CNTY OHIO PORT AUTH LEASE REV,03/04/2021,2021-B,Klepinger Community School/Klepinger Community School,"$4,175,000.00",03/02/2021,06/15/2021,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,UMB BANK NA,0x00103570F7910437
FL,FLORIDA DEV FIN CORP EDL FACS REV,03/22/2021,2021-B,Oak Creek Charter School of Bonita Springs Inc/Oak Creek Charter School of Bonita Springs Inc,"$735,000.00",03/18/2021,06/15/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,TRUIST BANK,0x0010352D76A004DA
FL,FLORIDA DEV FIN CORP EDL FACS REV,03/22/2021,2021-A,Oak Creek Charter School of Bonita Springs Inc/Oak Creek Charter School of Bonita Springs Inc,"$17,090,000.00",03/18/2021,06/15/2021,06/15/2028,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,TRUIST BANK,0x0010352C76A004DB
LA,LOUISIANA PUB FACS AUTH REV,03/25/2021,2021-B,Lincoln Preparatory School Project/Lincoln Preparatory School Project,"$520,000.00",03/11/2021,06/01/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,REGIONS BANK,0x001035A2459B045D
LA,LOUISIANA PUB FACS AUTH REV,03/25/2021,2021-A,Lincoln Preparatory School Project/Lincoln Preparatory School Project,"$29,265,000.00",03/11/2021,06/01/2021,06/01/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,REGIONS BANK,0x001035A1459B045E
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,03/05/2021,2021-B,Discovery Charter School Project/Discovery Charter School Project,"$775,000.00",03/03/2021,06/01/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK NA,0x00103506C6900471
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,03/05/2021,2021-A,Discovery Charter School Project/Discovery Charter School Project,"$12,880,000.00",03/03/2021,06/01/2021,03/01/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK NA,0x00103505C6900472
WI,PUBLIC FIN AUTH WIS ED REV,03/11/2021,2021-C,Carolina Charter Academy/Carolina Charter Academy,"$270,000.00",03/09/2021,06/15/2021,03/11/2021,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,UMB BANK NA,0x0010354EE1970419
WI,PUBLIC FIN AUTH WIS ED REV,03/11/2021,2021-B,Carolina Charter Academy/Carolina Charter Academy,"$1,555,000.00",03/09/2021,06/15/2021,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,UMB BANK NA,0x00103525DE97044D
WI,PUBLIC FIN AUTH WIS ED REV,03/11/2021,2021-A,Carolina Charter Academy/Carolina Charter Academy,"$19,500,000.00",03/09/2021,06/15/2021,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,UMB BANK NA,0x00103524DE97044C
WI,PUBLIC FIN AUTH WIS ED REV,03/30/2021,2021-B,Piedmont Classical High School/Piedmont Classical High School,"$555,000.00",03/25/2021,06/15/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,UMB BANK NA,0x001035E35AA6043E
WI,PUBLIC FIN AUTH WIS ED REV,03/30/2021,2021-A,Piedmont Classical High School/Piedmont Classical High School,"$18,820,000.00",03/25/2021,06/15/2021,06/15/2028,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,UMB BANK NA,0x001035E25AA6043F
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,03/04/2021,2021-B,Horse Creek Academy Project/Horse Creek Academy Project,"$535,000.00",03/01/2021,05/15/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK NA,0x00103525ED900479
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,03/04/2021,2021-A,Horse Creek Academy Project/Horse Creek Academy Project,"$16,660,000.00",03/01/2021,05/15/2021,11/15/2026,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK NA,0x00103524ED900478
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,03/31/2021,2021-B,Gates School Project/Gates School Project,"$430,000.00",03/30/2021,06/15/2021,11/30/2023,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,UMB BANK NA,0x001035D393A904C8
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,03/31/2021,2021-A,Gates School Project/Gates School Project,"$4,875,000.00",03/30/2021,06/15/2021,11/30/2023,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,UMB BANK NA,0x001035D293A904C9
WA,WASHINGTON ST HSG FIN COMMN NONPROFIT REV,03/23/2021,2021-B,Spokane International Academy Project/Spokane International Academy Project,"$495,000.00",03/10/2021,07/01/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,US BANK NA,0x00103580FE9804C7
WA,WASHINGTON ST HSG FIN COMMN NONPROFIT REV,03/23/2021,2021-A,Spokane International Academy Project/Spokane International Academy Project,"$18,190,000.00",03/10/2021,07/01/2021,07/01/2031,Bond,Limited,REVENUE,US FEDERAL TAX EXEMPT,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,US BANK NA,0x0010357FFE980438
AZ,ARIZONA INDL DEV AUTH REV,05/04/2021,2021,Somerset Academy of Las Vegas Aliante and Skye/Somerset Academy of Las Vegas Aliante and Skye,"$370,000.00",04/14/2021,12/15/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,ZIONS BANCORPORATION NA,0x0010356FD4B7042D
AZ,ARIZONA INDL DEV AUTH REV,05/04/2021,2021-A,Somerset Academy of Las Vegas Aliante and Skye/Somerset Academy of Las Vegas Aliante and Skye,"$33,105,000.00",04/14/2021,12/15/2021,12/15/2029,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,ZIONS BANCORPORATION NA,0x0010356ED4B7042C
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,04/28/2021,2021-B,Responsive Education Solutions/Responsive Education Solutions,"$14,830,000.00",04/07/2021,02/15/2022,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,REGIONS BANK,0x001035FFDAB104B5
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,04/28/2021,2021-A,Responsive Education Solutions/Responsive Education Solutions,"$134,805,000.00",04/07/2021,02/15/2022,08/15/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,AAA / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,REGIONS BANK,0x001035AA51B0046A
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,04/29/2021,2021-B,iLEAD Lancaster Project/iLEAD Lancaster Project,"$525,000.00",04/16/2021,06/01/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,UMB BANK NA,0x0010353DE2B80446
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,04/29/2021,2021-A,iLEAD Lancaster Project/iLEAD Lancaster Project,"$11,275,000.00",04/16/2021,06/01/2021,06/01/2029,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,UMB BANK NA,0x0010353CE2B80447
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,05/12/2021,2021-B,Classical Academies Vista Project/Classical Academies Vista Project,"$295,000.00",04/28/2021,10/01/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,WELLS FARGO BANK NA,0x0010353EA7C10479
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,05/12/2021,2021-A,Classical Academies Vista Project/Classical Academies Vista Project,"$9,895,000.00",04/28/2021,10/01/2021,10/01/2028,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,WELLS FARGO BANK NA,0x0010353DA7C1047A
FL,CAPITAL TR AGY FLA REV,N/A,2021-B,Charter School Portfolio Projects/Charter School Portfolio Projects,"$46,922,546.80",04/13/2021,N/A,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CITIGROUP GLOBAL MARKETS INC,WILMINGTON TRUST NA,0x001035EEADB604D4
FL,CAPITAL TR AGY FLA REV,04/27/2021,2021 A-2,Charter School Portfolio Projects/Charter School Portfolio Projects,"$2,910,000.00",04/13/2021,01/01/2022,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CITIGROUP GLOBAL MARKETS INC,WILMINGTON TRUST NA,0x0010359562B40462
FL,CAPITAL TR AGY FLA REV,04/27/2021,2021 A-1,Charter School Portfolio Projects/Charter School Portfolio Projects,"$198,315,000.00",04/13/2021,01/01/2022,07/01/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CITIGROUP GLOBAL MARKETS INC,WILMINGTON TRUST NA,0x0010359462B40463
CO,COLORADO EDL & CULTURAL FACS AUTH REV,04/14/2021,2021-B,Lincoln Academy Charter School Project/Lincoln Academy Charter School Project,"$7,010,000.00",04/07/2021,09/01/2021,03/01/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,AA / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x001035A7F2B104C5
CO,COLORADO EDL & CULTURAL FACS AUTH REV,04/14/2021,2021-A,Lincoln Academy Charter School Project/Lincoln Academy Charter School Project,"$1,825,000.00",04/07/2021,09/01/2021,03/01/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x00103538F5B1045D
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,05/12/2021,2021-B,Anser of Idaho Inc Project/Anser of Idaho Inc Project,"$355,000.00",04/28/2021,11/01/2021,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,ZIONS BANCORPORATION NA,0x0010352EF6C2043B
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,05/12/2021,2021-A,Anser of Idaho Inc Project/Anser of Idaho Inc Project,"$11,375,000.00",04/28/2021,11/01/2021,05/01/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,ZIONS BANCORPORATION NA,0x00103530E2C20431
MI,MICHIGAN MATHEMATICS & SCIENCE INITIATIVE,05/06/2021,2021,N/A,"$10,940,000.00",04/21/2021,01/01/2022,01/01/2031,Bond,Negotiated,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB+ / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,BOK FINANCIAL NA,0x0010353B53BE04F7
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,04/22/2021,2019 A-2,ACE Academy Project/ACE Academy Project,"$1,855,000.00",04/19/2021,07/15/2021,07/15/2024,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x00103519AEBC042A
WI,PUBLIC FIN AUTH WIS ED REV,04/15/2021,2021-B,Davidson Charter Academy/Davidson Charter Academy,"$260,000.00",04/13/2021,06/15/2021,04/15/2021,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,UMB BANK NA,0x001035CA46B6041B
WI,PUBLIC FIN AUTH WIS ED REV,04/15/2021,2021-A,Davidson Charter Academy/Davidson Charter Academy,"$9,605,000.00",04/13/2021,06/15/2021,04/15/2021,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,UMB BANK NA,0x001035C946B60418
AZ,ARIZONA INDL DEV AUTH REV,06/10/2021,2021-A,Great Hearts Arizona Projects/Great Hearts Arizona Projects,"$52,400,000.00",05/27/2021,01/01/2022,07/01/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,US BANK NA,0x001035DCCBE204D4
AZ,ARIZONA INDL DEV AUTH REV,06/10/2021,2021-B,Great Hearts Arizona Projects/Great Hearts Arizona Projects,"$6,620,000.00",05/27/2021,01/01/2022,07/01/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BBB / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,US BANK NA,0x001035DDCBE204D5
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,06/02/2021,2021-B,Wayside Schools/Wayside Schools,"$545,000.00",05/04/2021,08/15/2021,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES,WILMINGTON TRUST NA,0x00103533F3C30422
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,06/02/2021,2021-A,Wayside Schools/Wayside Schools,"$27,735,000.00",05/04/2021,08/15/2021,08/15/2026,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES,WILMINGTON TRUST NA,0x00103532F3C30423
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,06/09/2021,2021-A,Great Hearts America Texas/Great Hearts America Texas,"$84,535,000.00",05/26/2021,02/15/2022,08/15/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,WR / N/A,AA / N/A / N/A,N/A / N/A,SBAM,ROBERT W BAIRD CO INC,US BANK NA,0x0010351104E004D4
MN,BROOKLYN CTR MINN CHARTER SCH LEASE REV,05/27/2021,2021-B,Twin Lakes Stem Academy Project/Twin Lakes Stem Academy Project,"$730,000.00",05/24/2021,12/15/2021,06/15/2029,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,US BANK NA,0x001035EE6EDD047C
MN,BROOKLYN CTR MINN CHARTER SCH LEASE REV,05/27/2021,2021-A,Twin Lakes Stem Academy Project/Twin Lakes Stem Academy Project,"$8,225,000.00",05/24/2021,12/15/2021,06/15/2029,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,US BANK NA,0x001035EB6EDD0479
TX,CLIFTON TEX HIGHER ED FIN CORP ED REV,06/15/2021,2021,International Leadership of Texas Inc/International Leadership of Texas Inc,"$49,630,000.00",05/27/2021,02/15/2022,08/15/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Baa3 / N/A,AA / N/A / N/A,N/A / N/A,SBAM,TRUIST SECURITIES INC,ZIONS BANCORPORATION NA,0x001035473CDE0484
CO,COLORADO EDL & CULTURAL FACS AUTH REV,05/25/2021,2021,Aspen View Academy Project/Aspen View Academy Project,"$25,185,000.00",05/14/2021,11/01/2021,05/25/2021,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,UMB BANK NA,0x001035BAC8D20481
MN,FOREST LAKE MINN CHARTER SCH LEASE REV,05/20/2021,2021-B,North Lakes Academy Project/North Lakes Academy Project,"$1,165,000.00",05/12/2021,01/01/2022,N/A,Bond,Negotiated,LEASE - RENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,US BANK NA,0x001035F6F5CF04ED
MN,FOREST LAKE MINN CHARTER SCH LEASE REV,05/20/2021,2021-A,North Lakes Academy Project/North Lakes Academy Project,"$27,925,000.00",05/12/2021,01/01/2022,07/01/2031,Bond,Negotiated,LEASE - RENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,US BANK NA,0x00103518E2CF0414
NY,HEMPSTEAD TOWN N Y LOC DEV CORP ED REV,05/27/2021,2021-B,The Academy Charter School Project/The Academy Charter School Project,"$650,000.00",05/14/2021,02/01/2022,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,A2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,MANUFACTURERS AND TRADERS TRUST CO,0x0010357931D404BD
NY,HEMPSTEAD TOWN N Y LOC DEV CORP ED REV,05/27/2021,2021-A,The Academy Charter School Project/The Academy Charter School Project,"$45,965,000.00",05/14/2021,02/01/2022,02/01/2030,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,A2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,MANUFACTURERS AND TRADERS TRUST CO,0x0010357831D404BC
IN,INDIANA FIN AUTH EDL FACS REV,06/04/2021,2021-B,Seven Oaks Classical School Project/Seven Oaks Classical School Project,"$370,000.00",05/26/2021,12/01/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,US BANK NA,0x001035E423E00406
IN,INDIANA FIN AUTH EDL FACS REV,06/04/2021,2021-A,Seven Oaks Classical School Project/Seven Oaks Classical School Project,"$9,345,000.00",05/26/2021,12/01/2021,06/01/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,US BANK NA,0x001035E323E00401
PA,LEHIGH CNTY PA INDL DEV AUTH CHARTER SCH REV,06/08/2021,2021-B,Seven Generations Charter School Project/Seven Generations Charter School Project,"$275,000.00",05/25/2021,11/01/2021,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,ZIONS BANK,0x001035F9B2DE04B4
PA,LEHIGH CNTY PA INDL DEV AUTH CHARTER SCH REV,06/08/2021,2021-A,Seven Generations Charter School Project/Seven Generations Charter School Project,"$16,945,000.00",05/25/2021,11/01/2021,05/01/2030,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,ZIONS BANK,0x001035A19DDE04C3
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,06/10/2021,2021-B,High Desert Montessori Charter School/High Desert Montessori Charter School,"$560,000.00",05/27/2021,12/01/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,WILMINGTON TRUST NA,0x001035DBCBE204D3
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,06/10/2021,2021-A,High Desert Montessori Charter School/High Desert Montessori Charter School,"$11,405,000.00",05/27/2021,12/01/2021,06/01/2029,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,WILMINGTON TRUST NA,0x001035DACBE204D2
