cusip,maturity_date,par_amount,coupon_rate,original_price,original_yield,spread,spread_interpolated,deal_id,evaluated_price,evaluated_yield,spread_to_mmd,spread_to_mmd_interpolated,priceTo,reward
19645UTW4,2031-06-15,270000.0,7.5,100.0,7.5,349.0,449.0,0x00106AB8C966036E,,,,,,607500.0
12033DAB3,2031-06-15,265000.0,7.5,100.0,7.5,357.0,497.0,0x00106A8299790119,100.9340871843,7.300669915,460.1,460.1,MATY,596250.0
13058TFB1,2022-05-01,390000.0,6.75,100.0,6.75,504.5,536.5,0x0010354429EA00A2,,,,,,585000.0
13058TJQ4,2023-06-15,330000.0,7.0,100.0,7.0,683.0,682.0,0x00103578D0B0033E,,,,,,577500.0
645912DZ6,2023-07-01,660000.0,6.125,100.0,6.125,411.4,485.5,0x00103588203801B4,,,,,,577500.0
744396EK4,2025-06-15,460000.0,6.5,100.0,6.5,457.8,514.0,0x001035F4AC470238,,,,,,575000.0
13069AAF5,2025-06-01,575000.0,6.25,100.0,6.25,572.4,368.0,0x001035D29A42032C,,,,,,575000.0
83704MCW4,2029-06-01,255000.0,7.5,100.0,7.5,460.0,459.0,0x001035D3B9DA089D,,,,,,573750.0
83704MCP9,2033-06-15,655000.0,6.125,100.0,6.125,340.5,340.5,0x00103547F1C30858,,,,,,573125.0
645438CA8,2030-08-15,200000.0,8.0,100.0,8.0,400.2,546.0,0x00103546DB890839,,,,,,550000.0
744396CG5,2027-07-01,545000.0,6.25,100.0,6.25,439.0,438.3,0x00103589691C01D8,97.6782366976,7.5450547945,508.5,508.5,MATY,545000.0
744396DM1,2022-07-01,430000.0,6.5,100.0,6.5,366.5,451.29999999999995,0x0010350E6AA701E7,,,,,,537500.0
74442ELW8,2025-12-15,430000.0,6.5,100.0,6.5,259.0,401.0,0x00106ACC96600141,99.7848820737,6.9956407314,453.6,453.6,MATY,537500.0
197468AF8,2023-12-15,425000.0,6.5,96.0,8.823,827.3000000000001,839.3000000000001,0x0010358577C60514,,,,,,531250.0
83704MCV6,2028-06-01,235000.0,7.5,100.0,7.5,457.0,456.0,0x001035D3B9DA089D,,,,,,528750.0
45129GDC6,2022-07-15,300000.0,7.0,100.0,7.0,422.0,495.2,0x0010353A7EA401C4,,,,,,525000.0
13059THN2,2025-07-01,300000.0,7.0,99.543,7.25,264.59999999999997,431.2,0x001035E4446D08E0,,,,,,525000.0
83704MEH5,2027-06-15,420000.0,6.5,100.0,6.5,242.0,388.0,0x00106AB13CA9015F,100.3802330434,6.282029012,382.2,382.2,MATY,525000.0
744396HX3,2027-07-15,410000.0,6.5,100.0,6.5,255.0,338.0,0x0010358336FC066A,,,,,,512500.0
723161HF5,2027-12-15,315000.0,6.875,98.0,7.284,584.4,646.4,0x001035D1037D058F,,,,,,511875.0
744396HU9,2029-06-01,505000.0,6.25,100.0,6.25,301.3,385.0,0x001035AFC5E206AB,,,,,,505000.0
71781XCW1,2025-03-01,220000.0,7.5,99.257,7.625,528.2,565.5,0x001035F1CAE600F8,,,,,,495000.0
83704MCU8,2027-06-01,220000.0,7.5,100.0,7.5,454.0,452.0,0x001035D3B9DA089D,,,,,,495000.0
130591BQ2,2028-06-01,390000.0,6.5,100.0,6.5,207.0,358.0,0x00106A704D5D001A,102.1666080577,5.6694591424,319.9,319.9,MATY,487500.0
041807CG1,2028-04-01,210000.0,7.5,100.0,7.5,393.2,507.0,0x001035F1D9630769,,,,,,472500.0
59334GAP2,2029-07-01,310000.0,6.75,100.0,6.75,380.1,447.7,0x001035AFE98406E1,,,,,,465000.0
91754TW66,2027-10-15,265000.0,7.0,100.0,7.0,304.2,396.0,0x001035591F2C0748,,,,,,463750.0
12008ESR8,2032-07-01,360000.0,6.5,104.677,5.875,299.5,299.3,0x001035BFA69A06A0,102.3241903845,6.08465753,323.5,323.5,MATY,450000.0
04052BTF1,2027-07-01,255000.0,7.0,100.0,7.0,346.4,480.0,0x00103515E98D0753,100.2618440223,6.8523614834,439.2,439.2,MATY,446250.0
041806RY8,2024-08-15,445000.0,6.25,100.0,6.25,439.6,510.6,0x001035211F86029F,,,,,,445000.0
91912VAB3,2022-06-15,350000.0,6.5,100.0,6.5,426.0,481.0,0x00103588B177016A,,,,,,437500.0
13058TUN8,2029-06-01,250000.0,7.0,100.0,7.0,288.99999999999994,432.0,0x00106A1A8FA90147,101.452118082,6.566344388,409.6,409.6,MATY,437500.0
74443DKX8,2026-07-01,130000.0,8.5,100.0,8.5,485.0,619.0,0x00106A54AE7601F7,99.911603099,8.5905268821,613.1,613.1,MATY,422500.0
45129GDS1,2026-07-01,325000.0,6.5,100.0,6.5,581.6,530.8,0x0010356651480359,98.1404892047,8.5564610942,609.6,609.6,MATY,406250.0
14054UAD1,2027-06-15,270000.0,6.6,100.0,6.6,284.0,402.0,0x00106A5C0903012D,100.1474911932,6.5125498605,405.3,405.3,MATY,364499.9999999999
60375CBG8,2027-07-01,200000.0,7.0,100.0,7.0,551.1,492.0,0x0010351AC35103AE,,,,,,350000.0
546399PP5,2026-06-01,340000.0,6.25,100.0,6.25,324.6,408.0,0x0010356128A306C9,,,,,,340000.0
74442EEL0,2023-06-01,225000.0,6.75,100.0,6.75,495.0,548.0,0x001035ED794802FB,,,,,,337500.0
68607AAB7,2025-06-15,365000.0,6.125,100.0,6.125,319.3,394.5,0x0010352D8FCA014C,99.989,,,,MATY,319375.0
852297DR8,2029-06-01,250000.0,6.5,100.0,6.5,313.3,385.0,0x001035C18B9306FA,,,,,,312500.0
744396DH2,2024-09-01,125000.0,7.65,100.0,7.65,484.3,555.5,0x001035A446900156,,,,,,300000.00000000006
74443DKA8,2033-06-15,330000.0,6.15,100.0,6.15,256.0,256.0,0x001035302D370906,,,,,,297000.0000000001
19645UNU4,2025-06-15,185000.0,6.85,100.0,6.85,340.0,456.0,0x001035B8C0E206B9,,,,,,295999.99999999994
91754TT37,2024-08-15,165000.0,7.0,100.0,7.0,369.4,482.0,0x0010356D1CD70685,,,,,,288750.0
744396GQ9,2023-07-01,280000.0,6.25,100.0,6.25,594.5,608.0,0x001035F3775F05FB,,,,,,280000.0
71780CAD2,2023-06-01,245000.0,6.25,100.0,6.25,453.7,519.0,0x0010355ECE0103B7,,,,,,245000.0
19645R8L8,2021-07-01,240000.0,6.25,100.0,6.25,352.9,439.3,0x001035F1D900020F,,,,,,240000.0
19645UPX6,2026-07-01,240000.0,6.25,100.0,6.25,234.7,378.0,0x0010352A45ED07A0,100.2361685753,5.9889327672,352.9,352.9,MATY,240000.0
45506DM36,2022-07-01,200000.0,6.375,100.0,6.375,363.5,446.5,0x00103537A9D6016C,,,,,,225000.0
19645UEC4,2025-06-01,135000.0,6.75,100.0,6.75,653.6,658.0,0x001035DFEBC303D1,,,,,,202500.0
91754TW41,2024-09-15,0.0,7.0,,,,,0x001035C1BAF406AC,,,,,,0.0
